Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Ismael Aaneba,fr FRA,DF,Sochaux,22,1999,15,15,1349,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.07,0.00,0.00,,,90,99.9,90,14,0,,0,1.87,14,8,+6,+0.40,+0.40,0,6,9,0,2,32,15,,,0,Ligue-2,60,2021-2022
Abdel Abdallah,km COM,"DF,MF",Grenoble,24,1997,11,7,663,7.4,1,2,1,0,0,1,0,0.14,0.27,0.41,0.14,0.41,5,1,20.0,0.68,0.14,0.20,1.00,,60,49.1,86,4,4,15,3,1.27,7,9,-2,-0.27,-0.14,0,11,12,1,26,17,3,,,0,Ligue-2,60,2021-2022
Himad Abdelli,fr FRA,MF,Le Havre,21,1999,3,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,13,2.8,,0,3,13,4,1.33,0,0,0,0.00,-0.41,0,3,4,0,0,1,0,,,0,Ligue-2,60,2021-2022
Ali Abdi,tn TUN,"DF,MF",Caen,27,1993,12,12,1013,11.3,0,3,0,0,0,4,1,0.00,0.27,0.27,0.00,0.27,11,6,54.5,0.98,0.53,0.00,0.00,,84,75.0,84,8,0,,1,0.92,9,14,-5,-0.44,-1.78,1,16,12,1,30,27,13,,,1,Ligue-2,60,2021-2022
Aly Abeid,mr MTN,"DF,MF",Valenciennes,23,1997,9,7,555,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.32,0.00,0.00,,,62,41.1,76,4,2,11,4,1.44,6,8,-2,-0.32,+0.58,0,5,3,0,4,10,5,,,0,Ligue-2,60,2021-2022
Charles Abi,fr FRA,FW,Guingamp,21,2000,6,3,222,2.5,1,0,1,0,0,2,0,0.41,0.00,0.41,0.41,0.41,3,1,33.3,1.22,0.41,0.33,1.00,,37,16.4,60,0,3,14,0,1.17,4,3,+1,+0.41,+0.64,0,11,3,2,0,0,2,,,0,Ligue-2,60,2021-2022
Amine Adli,fr FRA,MF,Toulouse,21,2000,1,1,89,1.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,2,0,0.0,2.02,0.00,0.00,,,89,6.6,89,0,0,,0,1.00,2,2,0,0.00,-1.36,0,2,4,0,4,0,0,,,0,Ligue-2,60,2021-2022
Matteo Ahlinvi,bj BEN,MF,Dijon,22,1999,9,6,505,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5,1,20.0,0.89,0.18,0.00,0.00,,56,37.4,76,3,3,16,3,1.11,5,10,-5,-0.89,-0.68,0,9,7,1,5,4,4,,,0,Ligue-2,60,2021-2022
Ogou Akichi,ci CIV,"MF,DF",Nancy,31,1990,10,8,739,8.2,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,1,0,0.0,0.12,0.00,0.00,,,74,54.7,90,8,2,10,1,0.90,8,13,-5,-0.61,+0.42,0,11,11,0,0,10,9,,,0,Ligue-2,60,2021-2022
Chadrac Akolo,cd COD,"MF,FW",Amiens,26,1995,13,8,683,7.6,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,11,6,54.5,1.45,0.79,0.09,0.17,,53,50.6,73,1,5,21,0,0.85,8,10,-2,-0.26,-0.26,0,8,12,3,10,6,1,,,0,Ligue-2,60,2021-2022
Migouel Alfarela,fr FRA,"FW,MF",Paris FC,23,1997,14,4,520,5.8,1,1,1,0,0,1,0,0.17,0.17,0.35,0.17,0.35,15,6,40.0,2.60,1.04,0.07,0.17,,37,38.5,68,0,10,25,1,1.50,6,6,0,0.00,-0.33,0,5,1,2,8,4,5,,,0,Ligue-2,60,2021-2022
Chaker Alhadhur,km COM,"DF,MF",Ajaccio,29,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,4,0.3,,0,1,4,3,3.00,0,0,0,0.00,-0.60,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Nabil Alioui,fr FRA,"MF,FW",Le Havre,22,1999,13,7,626,7.0,0,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,11,1,9.1,1.58,0.14,0.00,0.00,,48,46.4,78,1,6,14,0,1.85,3,2,+1,+0.14,-0.48,0,8,18,1,29,4,3,,,0,Ligue-2,60,2021-2022
Saturnin Allagbé,bj BEN,GK,Valenciennes,27,1993,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,46.7,90,7,0,,2,0.71,4,11,-7,-1.00,-0.63,0,0,0,0,0,0,2,,,0,Ligue-2,60,2021-2022
Mickaël Alphonse,gp GLP,"DF,MF",Amiens,32,1989,15,15,1350,15.0,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,16,4,25.0,1.07,0.27,0.06,0.25,,90,100.0,90,15,0,,0,0.93,14,16,-2,-0.13,,0,15,18,2,49,38,21,,,0,Ligue-2,60,2021-2022
Steve Ambri,fr FRA,MF,Sochaux,24,1997,10,3,401,4.5,1,2,0,1,1,3,0,0.22,0.45,0.67,0.00,0.45,9,2,22.2,2.02,0.45,0.00,0.00,,40,29.7,76,1,7,25,0,1.90,6,3,+3,+0.67,+0.39,0,15,17,3,7,3,6,,,0,Ligue-2,60,2021-2022
Achille Anani,ci CIV,FW,Grenoble,26,1994,12,9,748,8.3,1,1,1,0,1,2,0,0.12,0.12,0.24,0.12,0.24,14,7,50.0,1.68,0.84,0.07,0.14,,62,55.4,75,4,3,25,0,1.17,5,13,-8,-0.96,-1.71,0,21,14,12,2,1,3,,,0,Ligue-2,60,2021-2022
Janis Antiste,fr FRA,FW,Toulouse,19,2002,3,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,2.09,0.70,0.00,0.00,,43,9.6,79,0,2,25,0,2.33,3,2,+1,+0.70,-0.63,0,2,2,0,2,1,0,,,0,Ligue-2,60,2021-2022
Said Arab,fr FRA,FW,Paris FC,21,2000,2,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,3.75,0.00,0.00,,,12,1.8,,0,2,12,4,3.00,0,0,0,0.00,-0.20,0,2,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Taïryk Arconte,fr FRA,FW,Ajaccio,17,2003,8,0,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.78,0.00,0.00,,,15,8.6,,0,8,15,1,1.63,1,0,+1,+0.78,+0.19,0,7,3,3,4,0,2,,,0,Ligue-2,60,2021-2022
Carlens Arcus,ht HAI,DF,Auxerre,25,1996,10,7,634,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.43,0.00,0.00,,,63,47.0,87,6,3,9,4,2.00,16,7,+9,+1.28,+1.15,0,7,4,1,28,19,7,,,0,Ligue-2,60,2021-2022
Karim Aribi,dz ALG,FW,Nîmes,27,1994,6,2,213,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,5,2,40.0,2.11,0.85,0.00,0.00,,36,15.8,65,0,4,21,1,0.83,4,3,+1,+0.42,+0.66,0,6,4,2,2,1,3,,,0,Ligue-2,60,2021-2022
Romain Armand,fr FRA,MF,Pau FC,34,1987,14,13,1118,12.4,2,2,2,0,0,1,0,0.16,0.16,0.32,0.16,0.32,25,14,56.0,2.01,1.13,0.08,0.14,,80,82.8,84,6,1,25,0,1.43,12,15,-3,-0.24,-1.02,0,7,17,5,42,7,5,,,0,Ligue-2,60,2021-2022
Yoël Armougom,fr FRA,DF,Caen,23,1998,13,12,1084,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5,1,20.0,0.42,0.08,0.00,0.00,,83,80.3,87,9,1,45,2,1.15,13,12,+1,+0.08,+0.42,0,9,9,0,42,28,14,,,0,Ligue-2,60,2021-2022
Toluwalas Arokodare,ng NGA,FW,Amiens,20,2000,12,3,436,4.8,3,1,2,1,1,2,1,0.62,0.21,0.83,0.41,0.62,17,6,35.3,3.51,1.24,0.12,0.33,,36,32.3,68,1,9,26,0,1.00,7,8,-1,-0.21,-0.11,1,12,6,4,2,2,2,,,0,Ligue-2,60,2021-2022
Roger Assalé,ci CIV,"MF,FW",Dijon,27,1993,4,2,149,1.7,2,0,2,0,0,0,0,1.21,0.00,1.21,1.21,1.21,3,3,100.0,1.81,1.81,0.67,0.67,,37,11.0,55,1,2,20,0,0.25,3,4,-1,-0.60,-0.15,0,2,6,0,1,0,0,,,0,Ligue-2,60,2021-2022
Ebenezer Assifuah,gh GHA,FW,Pau FC,28,1993,15,7,654,7.3,4,0,4,0,0,1,0,0.55,0.00,0.55,0.55,0.55,26,10,38.5,3.58,1.38,0.15,0.40,,44,48.4,69,0,8,21,0,1.40,8,9,-1,-0.14,-0.14,0,25,21,9,12,3,8,,,0,Ligue-2,60,2021-2022
Mathias Autret,fr FRA,MF,Auxerre,30,1991,13,12,1050,11.7,4,1,1,3,3,1,0,0.34,0.09,0.43,0.09,0.17,25,10,40.0,2.14,0.86,0.04,0.10,,81,77.8,84,6,1,45,0,1.77,15,10,+5,+0.43,-1.07,0,13,7,1,55,13,10,,,0,Ligue-2,60,2021-2022
Cédric Avinel,gp GLP,DF,Ajaccio,35,1986,13,11,1044,11.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.17,0.00,0.00,,,80,77.3,90,11,2,27,2,1.92,13,7,+6,+0.52,-0.37,0,7,6,0,0,9,3,,,0,Ligue-2,60,2021-2022
Floyd Ayité,tg TOG,"FW,MF",Valenciennes,32,1988,12,9,635,7.1,0,2,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,12,3,25.0,1.70,0.43,0.00,0.00,,53,47.0,63,3,3,21,0,1.17,8,13,-5,-0.71,-0.08,0,14,19,11,14,2,3,,,0,Ligue-2,60,2021-2022
Neil El Aynaoui,fr FRA,MF,Nancy,20,2001,6,2,161,1.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,2.24,0.56,0.00,0.00,,27,11.9,45,0,4,18,1,0.50,1,3,-2,-1.12,-0.36,0,4,7,0,0,3,3,,,0,Ligue-2,60,2021-2022
Abdoullah Ba,fr FRA,"MF,FW",Le Havre,18,2003,11,5,432,4.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,7,4,57.1,1.46,0.83,0.00,0.00,,39,32.0,69,0,6,15,3,1.36,3,1,+2,+0.42,+0.02,0,10,12,0,5,4,1,,,0,Ligue-2,60,2021-2022
Alioune Ba,fr FRA,DF,Dunkerque,32,1989,8,8,584,6.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.31,0.00,0.00,,,73,43.3,73,6,0,,0,1.13,3,7,-4,-0.62,-0.62,0,8,16,1,0,3,2,,,0,Ligue-2,60,2021-2022
El-Hadji Ba,fr FRA,MF,Guingamp,28,1993,8,4,375,4.2,1,0,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,3,1,33.3,0.72,0.24,0.33,1.00,,47,27.8,77,0,4,17,3,1.38,6,4,+2,+0.48,+0.85,0,11,10,0,0,5,11,,,0,Ligue-2,60,2021-2022
Aliou Badji,sn SEN,FW,Amiens,24,1997,7,7,458,5.1,1,0,1,0,0,2,0,0.20,0.00,0.20,0.20,0.20,12,4,33.3,2.36,0.79,0.08,0.25,,65,33.9,65,0,0,,0,1.14,4,4,0,0.00,+0.20,0,10,4,2,0,1,1,,,0,Ligue-2,60,2021-2022
Yassine Bahassa,ma MAR,"MF,FW",Quevilly-Rouen,29,1992,15,10,894,9.9,0,3,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,12,5,41.7,1.21,0.50,0.00,0.00,,60,66.2,77,3,5,26,0,1.13,8,11,-3,-0.30,+0.29,0,13,9,0,49,7,4,,,0,Ligue-2,60,2021-2022
Thierno Balde,fr FRA,DF,Le Havre,19,2002,12,11,946,10.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,79,70.1,86,6,1,1,2,1.75,9,5,+4,+0.38,-0.06,0,3,9,0,7,11,10,,,0,Ligue-2,60,2021-2022
Franck-Yves Bambock,fr FRA,"MF,DF",Grenoble,26,1995,9,7,683,7.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.26,0.00,0.00,,,76,50.6,90,6,2,28,0,1.89,11,6,+5,+0.66,+1.74,0,12,16,0,0,12,6,,,0,Ligue-2,60,2021-2022
Mamady Bangré,fr FRA,FW,Toulouse,20,2001,4,2,124,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6,0,0.0,4.35,0.00,0.00,,,31,9.2,45,0,2,17,5,2.25,2,2,0,0.00,-1.39,0,3,4,0,1,1,0,,,0,Ligue-2,60,2021-2022
Damon Bansais,fr FRA,DF,Quevilly-Rouen,27,1994,13,12,1054,11.7,0,1,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,3,1,33.3,0.26,0.09,0.00,0.00,,81,78.1,86,10,1,23,0,1.23,12,16,-4,-0.34,+0.27,0,27,22,0,12,21,14,,,0,Ligue-2,60,2021-2022
Pierre Bardy,fr FRA,DF,Rodez Aveyron,29,1992,11,10,912,10.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,6,0,0.0,0.59,0.00,0.00,,,83,67.6,87,8,1,45,2,1.09,9,12,-3,-0.30,-0.91,0,5,17,0,13,22,9,,,0,Ligue-2,60,2021-2022
Mickaël Barreto,fr FRA,"MF,FW",Ajaccio,30,1991,11,7,587,6.5,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,15,5,33.3,2.30,0.77,0.00,0.00,,53,43.5,73,0,4,19,0,1.73,8,5,+3,+0.46,-0.25,0,12,3,0,61,9,12,,,0,Ligue-2,60,2021-2022
Maxime Barthelmé,fr FRA,"MF,FW",Guingamp,33,1988,11,10,726,8.1,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,12,5,41.7,1.49,0.62,0.00,0.00,,66,53.8,71,0,1,15,3,1.18,7,9,-2,-0.25,-0.25,0,14,15,6,49,3,9,,,0,Ligue-2,60,2021-2022
Thomas Basila,fr FRA,DF,Nancy,22,1999,9,8,754,8.4,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.12,0.00,0.00,,,84,55.9,90,7,1,35,0,1.22,9,9,0,0.00,+1.81,1,12,6,0,1,10,1,,,0,Ligue-2,60,2021-2022
Enzo Basilio,fr FRA,GK,Guingamp,27,1994,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,100.0,90,15,0,,0,1.20,18,20,-2,-0.13,,0,1,1,0,0,0,0,,,0,Ligue-2,60,2021-2022
Norman Bassette,be BEL,FW,Caen,16,2004,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,6,0.4,,0,1,6,1,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Antoine Batisse,fr FRA,DF,Pau FC,26,1995,13,13,1119,12.4,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,6,1,16.7,0.48,0.08,0.00,0.00,,86,82.9,86,11,0,,0,1.38,12,10,+2,+0.16,+1.33,1,18,8,4,3,22,10,,,0,Ligue-2,60,2021-2022
Cyrille Bayala,bf BFA,MF,Ajaccio,25,1996,7,7,471,5.2,0,2,0,0,0,1,0,0.00,0.38,0.38,0.00,0.38,7,2,28.6,1.34,0.38,0.00,0.00,,67,34.9,67,1,0,,0,2.00,6,2,+4,+0.76,+0.25,0,15,3,2,13,4,5,,,0,Ligue-2,60,2021-2022
Yanis Begraoui,fr FRA,FW,Toulouse,20,2001,10,1,226,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,8,3,37.5,3.19,1.19,0.00,0.00,,23,16.7,68,0,9,18,1,2.20,5,3,+2,+0.80,-0.56,0,0,2,1,0,4,2,,,0,Ligue-2,60,2021-2022
Erwan Belhadji,fr FRA,MF,Dijon,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.00,0.00,0.00,,,90,6.7,90,1,0,,6,0.00,0,2,-2,-2.00,-1.64,0,0,0,0,3,1,0,,,0,Ligue-2,60,2021-2022
Sami Belkorchia,fr FRA,DF,Quevilly-Rouen,26,1995,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,16,2.4,,0,2,16,1,0.50,0,0,0,0.00,+0.41,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Anthony Belmonte,fr FRA,"MF,FW",Grenoble,26,1995,11,10,832,9.2,1,0,0,1,1,3,0,0.11,0.00,0.11,0.00,0.00,9,3,33.3,0.97,0.32,0.00,0.00,,76,61.6,80,4,1,33,0,1.00,4,16,-12,-1.30,-2.86,0,15,6,1,26,12,7,,,0,Ligue-2,60,2021-2022
Mohamed Ben Fredj,tn TUN,FW,Auxerre,21,2000,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,7.50,0.00,0.00,,,6,0.9,,0,2,6,11,3.00,0,0,0,0.00,-0.67,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Chaouki Ben Saada,tn TUN,"FW,MF",Bastia,37,1984,7,0,101,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.89,0.00,0.00,,,14,7.5,,0,7,14,2,0.71,1,3,-2,-1.78,-1.64,0,4,3,0,1,1,1,,,0,Ligue-2,60,2021-2022
Samy Benchamma,fr FRA,MF,Niort,21,2000,12,6,622,6.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,2,66.7,0.43,0.29,0.00,0.00,,52,46.1,79,1,6,25,3,1.67,5,7,-2,-0.29,-0.54,0,14,2,0,1,8,13,,,0,Ligue-2,60,2021-2022
Jessy Bénet,fr FRA,MF,Amiens,26,1995,8,5,435,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.62,0.21,0.00,0.00,,54,32.2,76,1,3,18,0,0.75,3,4,-1,-0.21,-0.11,0,6,9,0,12,7,7,,,0,Ligue-2,60,2021-2022
Yassine Benrahou,fr FRA,"MF,FW",Nîmes,22,1999,15,15,1270,14.1,5,5,4,1,1,0,0,0.35,0.35,0.71,0.28,0.64,30,15,50.0,2.13,1.06,0.13,0.27,,85,94.1,85,9,0,,0,1.13,16,16,0,0.00,+2.25,0,15,15,1,93,6,10,,,0,Ligue-2,60,2021-2022
Yassine Benzia,dz ALG,"MF,FW",Dijon,27,1994,12,10,899,10.0,3,2,3,0,0,2,0,0.30,0.20,0.50,0.30,0.50,26,10,38.5,2.60,1.00,0.12,0.30,,75,66.6,86,7,2,21,0,1.33,9,11,-2,-0.20,+0.80,0,15,20,1,95,5,8,,,0,Ligue-2,60,2021-2022
Quentin Bernard,fr FRA,DF,Auxerre,32,1989,15,15,1350,15.0,0,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,4,0,0.0,0.27,0.00,0.00,,,90,100.0,90,15,0,,0,1.93,25,15,+10,+0.67,,0,21,7,2,43,22,20,,,0,Ligue-2,60,2021-2022
Maxime Bernauer,fr FRA,DF,Paris FC,23,1998,13,10,937,10.4,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,4,1,25.0,0.38,0.10,0.00,0.00,,72,69.4,88,7,3,20,0,1.38,11,12,-1,-0.10,-0.97,0,13,10,0,59,19,9,,,1,Ligue-2,60,2021-2022
Dorian Bertrand,fr FRA,MF,Nancy,28,1993,6,2,192,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,1.41,0.47,0.00,0.00,,32,14.2,69,0,4,14,1,0.83,1,2,-1,-0.47,+0.39,0,3,6,0,6,4,1,,,0,Ligue-2,60,2021-2022
Steeve Beusnard,fr FRA,MF,Pau FC,29,1992,9,8,670,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,7,1,14.3,0.94,0.13,0.00,0.00,,74,49.6,80,3,1,29,0,1.00,4,9,-5,-0.67,-1.20,0,15,17,0,1,5,11,,,0,Ligue-2,60,2021-2022
William Bianda,fr FRA,DF,Nancy,21,2000,9,9,773,8.6,1,1,1,0,0,0,0,0.12,0.12,0.23,0.12,0.23,3,1,33.3,0.35,0.12,0.33,1.00,,86,57.3,86,6,0,,0,1.11,9,14,-5,-0.58,+0.51,0,10,6,0,0,14,3,,,0,Ligue-2,60,2021-2022
Yohan Bilingi,fr FRA,DF,Guingamp,22,1999,8,8,706,7.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.38,0.13,0.00,0.00,,88,52.3,88,7,0,,0,1.25,7,8,-1,-0.13,+0.01,1,11,2,0,15,17,5,,,0,Ligue-2,60,2021-2022
Mickaël Biron,mq MTQ,"MF,FW",Nancy,24,1997,15,15,1310,14.6,3,0,2,1,1,2,0,0.21,0.00,0.21,0.14,0.14,48,17,35.4,3.30,1.17,0.04,0.12,,87,97.0,87,9,0,,0,0.80,11,24,-13,-0.89,-3.14,0,32,22,6,9,9,20,,,0,Ligue-2,60,2021-2022
Yohan Bocognano,fr FRA,DF,Bastia,31,1990,14,11,1010,11.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.36,0.00,0.00,,,72,74.8,89,10,3,11,1,1.00,10,12,-2,-0.18,+0.35,0,10,9,2,2,23,7,,,0,Ligue-2,60,2021-2022
Yann Boe-Kane,fr FRA,"MF,DF",Quevilly-Rouen,30,1991,13,11,976,10.8,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,7,2,28.6,0.65,0.18,0.14,0.50,,75,72.3,87,9,2,11,0,1.00,7,17,-10,-0.92,-1.88,0,19,10,1,3,25,21,,,0,Ligue-2,60,2021-2022
