Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Jordan Leborgne,fr FRA,MF,Rodez Aveyron,26,1995,13,12,837,9.3,0,1,0,0,0,3,1,0.0,0.11,0.11,0.0,0.11,14,9,64.3,1.51,0.97,0.0,0.0,,64,66.4,67.0,1,1,28.0,0,1.38,8,10,-2,-0.22,-0.85,1,13,24,0,15,10,4,,,0,Ligue-2,60,2021-2022
Jordy Gaspar,fr FRA,"MF,DF",Grenoble,24,1997,11,6,590,6.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3,1,33.3,0.46,0.15,0.0,0.0,,54,46.8,79.0,4,5,23.0,0,1.45,9,7,2,0.31,1.11,0,6,10,0,7,6,8,,,0,Ligue-2,60,2021-2022
Joris Chougrani,fr FRA,DF,Rodez Aveyron,30,1991,14,11,1015,11.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,11,2,18.2,0.98,0.18,0.0,0.0,,73,80.6,86.0,10,3,23.0,0,1.36,10,12,-2,-0.18,-1.28,0,10,8,0,15,11,7,,,0,Ligue-2,60,2021-2022
Joris Correa,fr FRA,"MF,FW",Grenoble,27,1993,5,4,333,3.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,1,20.0,1.35,0.27,0.0,0.0,,67,26.4,72.0,1,1,45.0,0,1.4,3,3,0,0.0,0.39,0,6,8,1,3,1,5,,,0,Ligue-2,60,2021-2022
Joris Moutachy,fr FRA,DF,Niort,24,1997,6,4,396,4.4,0,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23,0,0,,0.0,0.0,,,,66,31.4,90.0,4,2,18.0,0,1.67,4,4,0,0.0,-0.21,0,3,11,0,8,9,7,,,0,Ligue-2,60,2021-2022
Joris Sainati,fr FRA,DF,Bastia,33,1988,6,4,344,3.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.52,0.0,0.0,,,57,27.3,82.0,2,2,8.0,8,1.0,2,4,-2,-0.52,-0.23,0,8,0,0,0,4,0,,,1,Ligue-2,60,2021-2022
Joseph Lopy,sn SEN,MF,Sochaux,29,1992,7,6,507,5.6,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,9,2,22.2,1.6,0.36,0.0,0.0,,72,40.2,79.0,3,1,31.0,0,2.29,7,3,4,0.71,0.35,1,10,2,0,3,7,10,,,0,Ligue-2,60,2021-2022
Joseph Mendes,gw GNB,FW,Niort,30,1991,10,6,598,6.6,3,1,2,1,1,2,0,0.45,0.15,0.6,0.3,0.45,14,8,57.1,2.11,1.2,0.14,0.25,,60,47.5,81.0,2,4,28.0,0,1.7,10,6,4,0.6,0.87,0,13,20,4,1,0,3,,,0,Ligue-2,60,2021-2022
Josué Casimir,fr FRA,MF,Le Havre,20,2001,2,0,46,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,3.91,0.0,0.0,,,23,3.7,,0,2,23.0,1,0.5,0,0,0,0.0,-0.44,0,1,1,0,4,1,0,,,0,Ligue-2,60,2021-2022
Jovan Nišić,rs SRB,MF,Pau FC,23,1998,12,7,553,6.1,0,2,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33,3,1,33.3,0.49,0.16,0.0,0.0,,46,43.9,66.0,1,5,18.0,1,1.5,9,6,3,0.49,0.62,0,15,9,0,21,6,12,,,0,Ligue-2,60,2021-2022
Jubal,br BRA,DF,Auxerre,28,1993,14,14,1260,14.0,1,0,1,0,0,0,0,0.07,0.0,0.07,0.07,0.07,9,4,44.4,0.64,0.29,0.11,0.25,,90,100.0,90.0,14,0,,0,1.86,21,14,7,0.5,,0,6,9,0,1,14,13,,,0,Ligue-2,60,2021-2022
Jules Sylvestre Brac,fr FRA,DF,Grenoble,23,1998,7,3,331,3.7,1,0,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,3,1,33.3,0.82,0.27,0.33,1.0,,47,26.3,90.0,3,4,15.0,6,1.57,7,6,1,0.27,0.76,0,3,0,0,0,14,3,,,0,Ligue-2,60,2021-2022
Julien Celestine,fr FRA,DF,Rodez Aveyron,24,1997,10,9,756,8.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,3,1,33.3,0.36,0.12,0.0,0.0,,76,60.0,83.0,6,1,5.0,3,1.7,13,11,2,0.24,0.42,0,16,9,0,0,11,9,,,0,Ligue-2,60,2021-2022
Julien Le Cardinal,fr FRA,DF,Bastia,24,1997,13,11,985,10.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8,1,12.5,0.73,0.09,0.0,0.0,,76,78.2,85.0,8,2,28.0,1,0.92,8,11,-3,-0.27,0.38,0,10,12,0,12,25,9,,,0,Ligue-2,60,2021-2022
Julien López,dz ALG,MF,Paris FC,29,1992,13,6,642,7.1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,11,4,36.4,1.54,0.56,0.0,0.0,,49,51.0,74.0,0,7,29.0,1,1.38,4,7,-3,-0.42,-1.15,0,5,9,6,37,2,4,,,0,Ligue-2,60,2021-2022
Julien Masson,fr FRA,MF,Valenciennes,23,1998,10,9,815,9.1,0,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,8,2,25.0,0.88,0.22,0.0,0.0,,82,64.7,88.0,7,1,25.0,1,0.6,6,15,-9,-0.99,-0.79,0,15,27,0,9,4,14,,,0,Ligue-2,60,2021-2022
Julien Ponceau,fr FRA,MF,Nîmes,20,2000,14,13,1091,12.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5,1,20.0,0.41,0.08,0.0,0.0,,78,86.6,82.0,6,1,24.0,0,1.0,13,13,0,0.0,1.6,0,21,25,3,13,6,5,,,0,Ligue-2,60,2021-2022
Jérémy Huysman,fr FRA,DF,Dunkerque,32,1988,5,0,113,1.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.0,0.0,,,23,9.0,,0,5,23.0,1,0.4,0,2,-2,-1.59,-1.51,0,5,6,0,2,1,3,,,0,Ligue-2,60,2021-2022
Jérémy Livolant,fr FRA,MF,Guingamp,23,1998,14,7,691,7.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,17,3,17.6,2.21,0.39,0.0,0.0,,49,54.8,77.0,2,7,22.0,0,1.29,8,8,0,0.0,0.16,0,8,21,1,24,5,9,,,0,Ligue-2,60,2021-2022
Jérémy Vachoux,fr FRA,GK,Dunkerque,27,1994,6,6,539,6.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,90,42.8,90.0,5,0,,6,1.67,7,6,1,0.17,0.67,0,0,1,0,0,0,0,,,0,Ligue-2,60,2021-2022
Jérôme Mombris,mg MAD,DF,Grenoble,33,1987,2,2,158,1.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,79,12.5,79.0,1,0,,1,0.0,0,6,-6,-3.42,-3.58,0,1,3,0,3,1,0,,,0,Ligue-2,60,2021-2022
Jérôme Mombris,mg MAD,DF,Guingamp,33,1987,4,4,360,4.0,0,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,1,0,0.0,0.25,0.0,0.0,,,90,28.6,90.0,4,0,,5,1.0,6,7,-1,-0.25,-0.25,0,6,5,0,13,6,3,,,0,Ligue-2,60,2021-2022
Kalidou Sidibé,fr FRA,"MF,DF",Quevilly-Rouen,22,1999,8,8,697,7.7,1,0,1,0,0,4,0,0.13,0.0,0.13,0.13,0.13,6,2,33.3,0.77,0.26,0.17,0.5,,87,55.3,87.0,6,0,,0,1.13,6,8,-2,-0.26,0.38,0,19,27,0,0,11,13,,,0,Ligue-2,60,2021-2022
Karim Aribi,dz ALG,FW,Nîmes,27,1994,6,2,213,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5,2,40.0,2.11,0.85,0.0,0.0,,36,16.9,65.0,0,4,21.0,1,0.83,4,3,1,0.42,0.77,0,6,4,2,2,1,3,,,0,Ligue-2,60,2021-2022
Kelvin Patrick,cv CPV,"MF,DF",Nancy,21,2000,6,3,339,3.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3,1,33.3,0.8,0.27,0.0,0.0,,57,26.9,90.0,3,3,23.0,3,0.5,3,6,-3,-0.8,0.28,0,10,2,0,0,6,6,,,0,Ligue-2,60,2021-2022
Kelyan Guessoum,fr FRA,DF,Nîmes,22,1999,10,5,496,5.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2,1,50.0,0.36,0.18,0.0,0.0,,50,39.4,90.0,5,5,9.0,4,0.8,3,12,-9,-1.63,-2.34,0,10,5,0,0,15,6,,,0,Ligue-2,60,2021-2022
Kenji-Van Boto,fr FRA,DF,Pau FC,25,1996,14,14,1229,13.7,0,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,8,3,37.5,0.59,0.22,0.0,0.0,,88,97.5,88.0,12,0,,0,1.5,13,12,1,0.07,-2.83,0,13,7,1,47,17,19,,,0,Ligue-2,60,2021-2022
Kenny Nagera,fr FRA,FW,Bastia,19,2002,6,1,176,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,1,50.0,1.02,0.51,0.0,0.0,,29,14.0,59.0,0,5,23.0,1,0.33,0,3,-3,-1.53,-1.37,0,3,2,0,1,0,1,,,0,Ligue-2,60,2021-2022
Kevin Schur,fr FRA,"MF,FW",Bastia,30,1990,12,10,921,10.2,2,0,2,0,0,4,0,0.2,0.0,0.2,0.2,0.2,13,9,69.2,1.27,0.88,0.15,0.22,,77,73.1,82.0,7,2,51.0,0,0.92,8,9,-1,-0.1,0.96,0,11,10,0,18,7,5,,,0,Ligue-2,60,2021-2022
Khalid Boutaïb,ma MAR,FW,Le Havre,34,1987,12,11,950,10.6,3,0,3,0,0,3,1,0.28,0.0,0.28,0.28,0.28,22,8,36.4,2.08,0.76,0.14,0.38,,79,75.4,84.0,6,1,28.0,0,1.67,11,8,3,0.28,-0.59,0,23,16,7,1,6,18,,,0,Ligue-2,60,2021-2022
Killian Corredor,fr FRA,FW,Rodez Aveyron,21,2000,2,0,34,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,2.65,0.0,0.0,,,17,2.7,,0,2,17.0,1,1.5,1,0,1,2.65,2.65,0,0,0,0,2,0,0,,,0,Ligue-2,60,2021-2022
Kouamé Botué,bf BFA,FW,Ajaccio,19,2002,11,6,533,5.9,1,0,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17,15,7,46.7,2.53,1.18,0.07,0.14,,48,42.3,75.0,0,5,17.0,2,1.73,2,1,1,0.17,-0.7,0,13,13,5,4,1,3,,,0,Ligue-2,60,2021-2022
Kylian Kaïboué,fr FRA,"MF,DF",Bastia,23,1998,10,2,274,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,1,25.0,1.31,0.33,0.0,0.0,,27,21.7,70.0,0,8,17.0,2,0.8,3,5,-2,-0.66,-0.38,0,4,6,2,21,3,4,,,0,Ligue-2,60,2021-2022
Kévin Rocheteau,fr FRA,"FW,MF",Dunkerque,28,1993,10,8,686,7.6,3,2,2,1,1,1,0,0.39,0.26,0.66,0.26,0.52,19,10,52.6,2.49,1.31,0.11,0.2,,69,54.4,79.0,2,2,26.0,0,1.5,11,9,2,0.26,1.05,0,10,10,4,29,4,9,,,0,Ligue-2,60,2021-2022
Lamine Fomba,fr FRA,MF,Nîmes,23,1998,12,12,1003,11.1,2,0,2,0,0,2,0,0.18,0.0,0.18,0.18,0.18,13,5,38.5,1.17,0.45,0.15,0.4,,84,79.6,84.0,6,0,,0,1.17,13,14,-1,-0.09,0.61,0,18,5,0,3,18,19,,,0,Ligue-2,60,2021-2022
Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,21,1999,12,6,575,6.4,1,2,1,0,0,4,0,0.16,0.31,0.47,0.16,0.47,17,7,41.2,2.66,1.1,0.06,0.14,,48,45.6,80.0,1,6,16.0,0,1.92,11,5,6,0.94,0.81,0,18,7,5,4,2,7,,,0,Ligue-2,60,2021-2022
Laurent Dos Santos,fr FRA,"DF,MF",Valenciennes,28,1993,9,5,452,5.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.6,0.0,0.0,,,50,35.9,76.0,3,4,18.0,1,1.22,4,6,-2,-0.4,0.49,0,8,5,0,16,4,10,,,0,Ligue-2,60,2021-2022
Lenny Vallier,fr FRA,MF,Niort,22,1999,13,11,898,10.0,2,2,2,0,0,3,0,0.2,0.2,0.4,0.2,0.4,10,3,30.0,1.0,0.3,0.2,0.67,,69,71.3,79.0,2,2,16.0,0,1.54,13,9,4,0.4,0.9,0,9,17,1,10,8,14,,,0,Ligue-2,60,2021-2022
Leverton Pierre,ht HAI,MF,Dunkerque,23,1998,11,7,556,6.2,1,0,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,9,3,33.3,1.46,0.49,0.11,0.33,,51,44.1,71.0,1,4,14.0,0,1.09,7,9,-2,-0.32,-0.2,0,15,10,0,8,7,7,,,0,Ligue-2,60,2021-2022
Lionel Mpasi,cd COD,GK,Rodez Aveyron,27,1994,14,14,1260,14.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,90,100.0,90.0,14,0,,0,1.36,16,15,1,0.07,,0,1,3,0,0,0,0,,,0,Ligue-2,60,2021-2022
Lloyd Palun,ga GAB,DF,Bastia,32,1988,12,12,1035,11.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,4,1,25.0,0.35,0.09,0.0,0.0,,86,82.1,86.0,11,0,,0,0.92,7,11,-4,-0.35,0.05,0,5,7,0,21,35,20,,,0,Ligue-2,60,2021-2022
Logan Ndenbe,be BEL,DF,Guingamp,21,2000,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,2,66.7,0.43,0.29,0.0,0.0,,90,50.0,90.0,7,0,,5,1.71,9,7,2,0.29,0.71,0,13,13,1,13,12,12,,,0,Ligue-2,60,2021-2022
Lorenzo Rajot,fr FRA,MF,Rodez Aveyron,24,1997,12,2,343,3.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,1.57,0.0,0.0,,,29,27.2,65.0,0,10,21.0,2,1.33,6,6,0,0.0,-0.1,0,9,9,0,5,2,3,,,0,Ligue-2,60,2021-2022
Loris Néry,fr FRA,DF,Grenoble,30,1991,12,10,939,10.4,0,2,0,0,0,2,0,0.0,0.19,0.19,0.0,0.19,1,0,0.0,0.1,0.0,0.0,,,78,74.5,87.0,8,2,36.0,0,1.25,12,12,0,0.0,1.12,0,6,11,1,26,12,16,,,0,Ligue-2,60,2021-2022
Louis Carnot,fr FRA,MF,Guingamp,20,2001,6,1,141,1.6,1,0,1,0,0,1,0,0.64,0.0,0.64,0.64,0.64,1,1,100.0,0.64,0.64,1.0,1.0,,24,11.2,90.0,1,5,10.0,4,1.5,1,2,-1,-0.64,-0.64,0,4,2,0,3,4,4,,,0,Ligue-2,60,2021-2022
Loup Hervieu,fr FRA,MF,Caen,21,2000,1,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,4.29,0.0,0.0,,,21,1.7,,0,1,21.0,3,1.0,0,1,-1,-4.29,-4.36,0,0,0,0,1,2,0,,,0,Ligue-2,60,2021-2022
Loïc Kouagba,fr FRA,DF,Dunkerque,27,1994,8,7,575,6.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,72,45.6,82.0,5,1,1.0,5,1.25,7,10,-3,-0.47,-0.47,0,9,4,0,8,11,4,,,0,Ligue-2,60,2021-2022
Loïc Nestor,fr FRA,DF,Grenoble,32,1989,13,13,1160,12.9,1,0,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,3,2,66.7,0.23,0.16,0.33,0.5,,89,92.1,89.0,12,0,,0,1.38,12,14,-2,-0.16,1.64,0,2,1,1,4,21,5,,,0,Ligue-2,60,2021-2022
Lucas Buadés,fr FRA,MF,Rodez Aveyron,23,1997,13,12,1101,12.2,4,1,4,0,0,0,0,0.33,0.08,0.41,0.33,0.41,12,5,41.7,0.98,0.41,0.33,0.8,,85,87.4,90.0,11,1,24.0,0,1.46,16,10,6,0.49,3.32,0,13,16,3,43,18,13,,,0,Ligue-2,60,2021-2022
Lucas Chevalier,fr FRA,GK,Valenciennes,19,2001,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,90,50.0,90.0,7,0,,0,1.43,8,11,-3,-0.43,0.57,0,0,1,0,0,0,0,,,0,Ligue-2,60,2021-2022
Lucas Deaux,fr FRA,MF,Dijon,32,1988,6,5,481,5.3,0,1,0,0,0,2,0,0.0,0.19,0.19,0.0,0.19,5,2,40.0,0.94,0.37,0.0,0.0,,80,38.2,87.0,4,1,45.0,0,0.5,5,10,-5,-0.94,-0.82,0,17,7,0,12,5,8,,,1,Ligue-2,60,2021-2022
Lucas Dias,fr FRA,GK,Nîmes,22,1999,4,3,315,3.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,79,25.0,90.0,3,1,45.0,10,0.25,4,8,-4,-1.14,-1.24,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Léon Delpech,fr FRA,MF,Nîmes,19,2002,11,4,437,4.9,1,1,1,0,0,2,0,0.21,0.21,0.41,0.21,0.41,6,1,16.7,1.24,0.21,0.17,1.0,,40,34.7,89.0,3,7,11.0,2,1.0,8,7,1,0.21,0.64,0,8,7,0,4,5,5,,,0,Ligue-2,60,2021-2022
Maguette Diongue,fr FRA,MF,Bastia,29,1992,6,5,418,4.6,2,1,2,0,0,1,0,0.43,0.22,0.65,0.43,0.65,9,4,44.4,1.94,0.86,0.22,0.5,,70,33.2,77.0,1,1,35.0,0,1.0,4,4,0,0.0,0.53,0,7,4,0,2,3,6,,,0,Ligue-2,60,2021-2022
Mahamadou Dembélé,fr FRA,"DF,MF",Pau FC,22,1999,13,5,572,6.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0.63,0.0,0.0,,,44,45.4,87.0,4,8,17.0,1,1.62,6,5,1,0.16,0.03,0,8,2,0,3,19,8,,,0,Ligue-2,60,2021-2022
Mahamadou Doucouré,ml MLI,FW,Nîmes,21,2000,9,4,401,4.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,3,60.0,1.12,0.67,0.0,0.0,,45,31.8,72.0,0,5,23.0,0,1.44,7,4,3,0.67,1.3,0,7,4,5,0,1,0,,,0,Ligue-2,60,2021-2022
Mahame Siby,ml MLI,MF,Paris FC,25,1996,3,3,269,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,2,66.7,1.0,0.67,0.0,0.0,,90,21.3,90.0,2,0,,0,1.33,3,3,0,0.0,-0.18,0,2,0,1,4,1,2,,,0,Ligue-2,60,2021-2022
Malaly Dembélé,fr FRA,FW,Rodez Aveyron,24,1997,9,4,339,3.8,2,1,2,0,0,1,0,0.53,0.27,0.8,0.53,0.8,12,4,33.3,3.19,1.06,0.17,0.5,,38,26.9,69.0,0,5,13.0,1,1.33,5,2,3,0.8,0.99,0,4,8,2,1,2,5,,,0,Ligue-2,60,2021-2022
Malcolm Viltard,fr FRA,MF,Sochaux,19,2002,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,5,0.4,,0,1,5.0,1,1.0,0,0,0,0.0,-0.5,0,0,1,0,0,1,0,,,0,Ligue-2,60,2021-2022
Malik Tchokounté,fr FRA,FW,Dunkerque,33,1988,14,13,1131,12.6,5,1,5,0,0,2,0,0.4,0.08,0.48,0.4,0.48,23,8,34.8,1.83,0.64,0.22,0.63,,81,89.8,85.0,10,1,22.0,0,1.14,14,14,0,0.0,2.09,0,24,26,12,9,4,8,,,0,Ligue-2,60,2021-2022
Mamadou Diallo,sn SEN,"FW,MF",Grenoble,27,1994,9,6,607,6.7,2,1,2,0,0,1,0,0.3,0.15,0.44,0.3,0.44,11,4,36.4,1.63,0.59,0.18,0.5,,67,48.2,86.0,3,3,31.0,0,1.78,10,6,4,0.59,1.7,0,6,25,5,10,3,4,,,0,Ligue-2,60,2021-2022
Mamadou Fofana,ml MLI,DF,Amiens,23,1998,11,9,808,9.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.22,0.0,0.0,,,73,64.1,88.0,8,2,8.0,0,1.18,11,7,4,0.45,1.64,0,3,7,0,3,11,15,,,0,Ligue-2,60,2021-2022
Mamadou Fofana,fr FRA,MF,Amiens,21,2000,7,2,253,2.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,1.78,0.0,0.0,,,36,20.1,81.0,1,5,18.0,1,0.71,1,4,-3,-1.07,-1.16,0,8,5,0,1,1,3,,,0,Ligue-2,60,2021-2022
Mamadou Thiam,sn SEN,"MF,FW",Nancy,26,1995,13,7,631,7.0,1,0,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,18,5,27.8,2.57,0.71,0.06,0.2,,49,50.1,77.0,3,6,16.0,0,0.62,3,13,-10,-1.43,-0.85,0,7,7,1,29,2,5,,,0,Ligue-2,60,2021-2022
Mamady Bangré,fr FRA,FW,Toulouse,20,2001,4,2,124,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,4.35,0.0,0.0,,,31,9.8,45.0,0,2,17.0,5,2.25,2,2,0,0.0,-1.51,0,3,4,0,1,1,0,,,0,Ligue-2,60,2021-2022
Manoubi Haddad,tn TUN,"MF,FW",Quevilly-Rouen,25,1996,14,10,890,9.9,2,1,1,1,2,0,0,0.2,0.1,0.3,0.1,0.2,15,7,46.7,1.52,0.71,0.07,0.14,,64,70.6,79.0,4,4,26.0,0,1.14,12,12,0,0.0,1.46,0,10,15,1,52,6,17,,,0,Ligue-2,60,2021-2022
Manuel Perez,fr FRA,MF,Grenoble,30,1991,5,4,241,2.7,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,48,19.1,56.0,0,1,16.0,0,1.2,2,6,-4,-1.49,-1.49,0,11,1,0,0,3,4,,,1,Ligue-2,60,2021-2022
Manuel Semedo,pt POR,FW,Dunkerque,21,2000,2,0,29,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,15,2.3,,0,2,15.0,1,0.0,0,1,-1,-3.1,-2.96,0,2,0,0,1,0,0,,,0,Ligue-2,60,2021-2022
