Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Manuel de Iriondo,ar ARG,MF,Grenoble,28,1993,9,4,289,3.2,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1,1,100.0,0.31,0.31,0.0,0.0,,32,22.9,54.0,0,5,14.0,2,1.56,2,6,-4,-1.25,-1.25,0,8,6,0,0,7,6,,,0,Ligue-2,60,2021-2022
Marco Majouga,fr FRA,MF,Dunkerque,20,2001,6,1,179,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,2,40.0,2.51,1.01,0.0,0.0,,30,14.2,67.0,0,5,22.0,2,1.33,3,1,2,1.01,1.42,0,3,1,1,3,1,3,,,0,Ligue-2,60,2021-2022
Mario Jason Kikonda,fr FRA,MF,Paris FC,25,1996,2,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,12,1.8,,0,2,12.0,2,3.0,1,0,1,3.91,3.84,0,0,1,1,0,0,0,,,0,Ligue-2,60,2021-2022
Mario Jason Kikonda,fr FRA,MF,Dunkerque,25,1996,8,5,401,4.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,50,31.8,68.0,1,3,21.0,0,1.75,6,3,3,0.67,1.3,0,12,6,0,3,8,8,,,0,Ligue-2,60,2021-2022
Marvin Gakpa,fr FRA,"MF,FW",Paris FC,28,1993,4,4,317,3.5,2,1,2,0,0,0,0,0.57,0.28,0.85,0.57,0.85,11,6,54.5,3.12,1.7,0.18,0.33,,79,25.2,79.0,1,0,,0,2.5,9,2,7,1.99,2.46,0,3,3,0,13,4,1,,,0,Ligue-2,60,2021-2022
Marvin Senaya,tg TOG,DF,Sochaux,20,2001,7,3,311,3.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.29,0.0,0.0,,,44,24.7,86.0,2,4,14.0,1,2.14,4,1,3,0.87,0.49,0,7,6,0,7,12,8,,,0,Ligue-2,60,2021-2022
Mateo Pavlović,ba BIH,DF,Amiens,31,1990,8,7,654,7.3,1,0,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14,3,1,33.3,0.41,0.14,0.33,1.0,,82,51.9,90.0,7,1,24.0,0,1.0,8,7,1,0.14,0.58,0,6,3,0,0,15,6,,,0,Ligue-2,60,2021-2022
Mathias Autret,fr FRA,MF,Auxerre,30,1991,12,11,967,10.7,3,1,1,2,2,1,0,0.28,0.09,0.37,0.09,0.19,23,9,39.1,2.14,0.84,0.04,0.11,,81,76.7,84.0,6,1,45.0,0,1.67,13,9,4,0.37,-0.55,0,9,6,1,49,13,10,,,0,Ligue-2,60,2021-2022
Mathieu Coutadeur,fr FRA,MF,Ajaccio,35,1986,11,11,983,10.9,0,2,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,6,1,16.7,0.55,0.09,0.0,0.0,,89,78.0,89.0,9,0,,0,1.82,11,5,6,0.55,-0.1,0,8,9,0,6,20,14,,,0,Ligue-2,60,2021-2022
Mathieu Debuchy,fr FRA,"MF,DF",Valenciennes,36,1985,10,9,795,8.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,10,1,10.0,1.13,0.11,0.0,0.0,,80,63.1,85.0,8,1,30.0,0,1.0,8,14,-6,-0.68,0.09,0,17,10,0,39,25,18,,,0,Ligue-2,60,2021-2022
Mathieu Dossevi,tg TOG,MF,Amiens,33,1988,1,1,35,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,35,2.8,35.0,0,0,,0,0.0,0,1,-1,-2.57,-2.5,0,0,1,0,1,0,0,,,0,Ligue-2,60,2021-2022
Mathis Lachuer,fr FRA,MF,Amiens,21,2000,12,12,942,10.5,0,1,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1,8,0,0.0,0.76,0.0,0.0,,,79,74.8,79.0,3,0,,1,0.92,9,11,-2,-0.19,-0.19,0,17,12,0,29,13,16,,,0,Ligue-2,60,2021-2022
Mathis Picouleau,fr FRA,"MF,DF",Valenciennes,21,2000,12,6,657,7.3,1,0,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,6,2,33.3,0.82,0.27,0.17,0.5,,55,52.1,87.0,4,6,22.0,0,1.0,6,9,-3,-0.41,0.63,0,8,6,1,24,4,2,,,0,Ligue-2,60,2021-2022
Matteo Ahlinvi,bj BEN,MF,Dijon,22,1999,9,6,505,5.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5,1,20.0,0.89,0.18,0.0,0.0,,56,40.1,76.0,3,3,16.0,3,1.11,5,10,-5,-0.89,-0.77,0,9,7,1,5,4,4,,,0,Ligue-2,60,2021-2022
Matthias Phaeton,gp GLP,"MF,FW",Guingamp,21,2000,13,6,584,6.5,1,0,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,13,6,46.2,2.0,0.92,0.08,0.17,,45,46.3,75.0,2,7,19.0,0,1.31,9,8,1,0.15,0.42,0,7,14,4,6,2,1,,,0,Ligue-2,60,2021-2022
Matthieu Huard,fr FRA,DF,Ajaccio,23,1998,4,3,288,3.2,0,1,0,0,0,1,0,0.0,0.31,0.31,0.0,0.31,0,0,,0.0,0.0,,,,72,22.9,90.0,3,1,18.0,1,2.0,6,3,3,0.94,0.47,0,6,3,0,6,5,2,,,0,Ligue-2,60,2021-2022
Matthis Riou,fr FRA,DF,Guingamp,20,2001,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,,,90,7.1,90.0,1,0,,4,0.0,0,2,-2,-2.0,-2.08,0,1,0,0,3,4,1,,,0,Ligue-2,60,2021-2022
Matthéo Xantippe,fr FRA,"DF,MF",Amiens,19,2002,7,4,426,4.7,0,1,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,1,0,0.0,0.21,0.0,0.0,,,61,33.8,89.0,3,3,24.0,5,0.86,8,7,1,0.21,0.54,0,5,1,1,15,10,4,,,0,Ligue-2,60,2021-2022
Maxence Prevot,fr FRA,GK,Sochaux,24,1997,14,14,1260,14.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,90,100.0,90.0,14,0,,0,2.0,14,7,7,0.5,,0,0,3,0,0,0,0,,,0,Ligue-2,60,2021-2022
Maxime Barthelmé,fr FRA,"MF,FW",Guingamp,33,1988,10,10,711,7.9,0,1,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13,12,5,41.7,1.52,0.63,0.0,0.0,,71,56.4,71.0,0,0,,3,1.3,6,9,-3,-0.38,-0.71,0,14,14,6,46,3,9,,,0,Ligue-2,60,2021-2022
Maxime Bernauer,fr FRA,DF,Paris FC,23,1998,12,10,913,10.1,0,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,4,1,25.0,0.39,0.1,0.0,0.0,,76,72.5,88.0,7,2,19.0,0,1.25,11,12,-1,-0.1,-0.88,0,12,10,0,59,19,9,,,1,Ligue-2,60,2021-2022
Maxime Do Couto Teixeira,fr FRA,MF,Sochaux,24,1996,14,12,899,10.0,1,1,1,0,0,2,0,0.1,0.1,0.2,0.1,0.2,24,4,16.7,2.4,0.4,0.04,0.25,,64,71.3,70.0,0,2,28.0,0,2.0,8,3,5,0.5,0.0,0,20,17,2,11,8,17,,,0,Ligue-2,60,2021-2022
Maxime Dupé,fr FRA,GK,Toulouse,28,1993,14,14,1260,14.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,90,100.0,90.0,14,0,,0,2.07,32,13,19,1.36,,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Maxime Sivis,fr FRA,DF,Guingamp,23,1998,6,6,523,5.8,2,0,2,0,0,1,0,0.34,0.0,0.34,0.34,0.34,6,3,50.0,1.03,0.52,0.33,0.67,,87,41.5,87.0,5,0,,0,1.33,10,10,0,0.0,0.12,0,4,10,1,14,4,6,,,0,Ligue-2,60,2021-2022
Maxime Spano,dz ALG,DF,Valenciennes,27,1994,6,5,419,4.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.21,0.0,0.0,,,70,33.3,81.0,3,1,16.0,5,1.5,5,10,-5,-1.07,-0.54,0,2,3,0,0,1,3,,,0,Ligue-2,60,2021-2022
Mehdi Chahiri,ma MAR,MF,Caen,25,1996,8,7,658,7.3,3,0,3,0,0,0,0,0.41,0.0,0.41,0.41,0.41,20,6,30.0,2.74,0.82,0.15,0.5,,82,52.2,89.0,5,1,36.0,0,0.75,9,10,-1,-0.14,-0.29,0,6,10,0,21,4,7,,,0,Ligue-2,60,2021-2022
Mehdi Merghem,fr FRA,MF,Guingamp,24,1997,9,2,246,2.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,8,2,25.0,2.93,0.73,0.0,0.0,,27,19.5,67.0,0,7,16.0,0,1.33,5,4,1,0.37,0.54,0,8,7,0,11,1,2,,,0,Ligue-2,60,2021-2022
Mickaël Alphonse,gp GLP,"DF,MF",Amiens,32,1989,14,14,1260,14.0,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,16,4,25.0,1.14,0.29,0.06,0.25,,90,100.0,90.0,14,0,,0,0.93,14,16,-2,-0.14,,0,12,16,2,48,37,20,,,0,Ligue-2,60,2021-2022
Mickaël Barreto,fr FRA,"MF,FW",Ajaccio,30,1991,11,7,587,6.5,0,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,15,5,33.3,2.3,0.77,0.0,0.0,,53,46.6,73.0,0,4,19.0,0,1.73,8,5,3,0.46,-0.21,0,12,3,0,61,9,12,,,0,Ligue-2,60,2021-2022
Mickaël Biron,mq MTQ,"MF,FW",Nancy,24,1997,14,14,1222,13.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,45,14,31.1,3.31,1.03,0.0,0.0,,87,97.0,87.0,9,0,,0,0.64,8,23,-15,-1.1,-3.47,0,31,22,6,9,8,20,,,0,Ligue-2,60,2021-2022
Mickaël Le Bihan,fr FRA,FW,Dijon,31,1990,11,8,639,7.1,2,0,1,1,1,1,0,0.28,0.0,0.28,0.14,0.14,16,4,25.0,2.25,0.56,0.06,0.25,,58,50.7,70.0,2,3,25.0,0,1.36,7,11,-4,-0.56,-0.27,0,5,11,5,7,4,2,,,0,Ligue-2,60,2021-2022
Migouel Alfarela,fr FRA,"FW,MF",Paris FC,23,1997,13,4,507,5.6,1,1,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,15,6,40.0,2.66,1.07,0.07,0.17,,39,40.2,68.0,0,9,26.0,1,1.38,6,6,0,0.0,-0.24,0,5,1,2,8,3,5,,,0,Ligue-2,60,2021-2022
Mihai Dobre,ro ROU,"FW,MF",Dijon,23,1998,8,5,457,5.1,2,2,2,0,0,1,0,0.39,0.39,0.79,0.39,0.79,18,7,38.9,3.54,1.38,0.11,0.29,,57,36.3,83.0,3,3,13.0,1,1.25,4,5,-1,-0.2,0.36,0,6,6,0,6,2,1,,,0,Ligue-2,60,2021-2022
Mikkel Desler,dk DEN,"DF,MF",Toulouse,26,1995,14,14,1235,13.7,1,2,1,0,0,3,0,0.07,0.15,0.22,0.07,0.22,9,2,22.2,0.66,0.15,0.11,0.5,,88,98.0,88.0,13,0,,0,2.07,30,13,17,1.24,-5.96,0,28,22,1,29,20,16,,,0,Ligue-2,60,2021-2022
Mohamed Ben Fredj,tn TUN,FW,Auxerre,21,2000,2,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,7.5,0.0,0.0,,,6,1.0,,0,2,6.0,10,3.0,0,0,0,0.0,-0.5,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Mohamed Cissé,fr FRA,"MF,FW",Nancy,18,2003,9,6,539,6.0,0,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,13,1,7.7,2.17,0.17,0.0,0.0,,60,42.8,75.0,1,3,30.0,2,0.33,5,13,-8,-1.34,-0.59,0,10,19,10,36,1,11,,,0,Ligue-2,60,2021-2022
Mohamed Kaba,fr FRA,MF,Valenciennes,20,2001,12,10,865,9.6,0,2,0,0,0,3,0,0.0,0.21,0.21,0.0,0.21,2,2,100.0,0.21,0.21,0.0,0.0,,72,68.7,82.0,6,2,23.0,2,1.0,10,16,-6,-0.62,0.29,0,18,23,1,0,8,13,,,0,Ligue-2,60,2021-2022
Mohamed Lamine Diaby,fr FRA,FW,Paris FC,20,2001,2,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,3,0.4,,0,2,3.0,2,1.5,0,0,0,0.0,-0.14,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Mohamed Ouadah,dz ALG,"DF,MF",Dunkerque,27,1994,9,5,476,5.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,10,3,30.0,1.89,0.57,0.0,0.0,,53,37.8,84.0,3,4,14.0,0,1.11,2,8,-6,-1.13,-1.48,0,12,13,0,17,4,3,,,0,Ligue-2,60,2021-2022
Mohamed Youssouf,km COM,"DF,MF",Ajaccio,33,1988,9,7,586,6.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,65,46.5,79.0,6,2,15.0,0,2.11,11,3,8,1.23,1.23,0,8,7,1,12,7,4,,,0,Ligue-2,60,2021-2022
Mootaz Zemzemi,tn TUN,MF,Niort,22,1999,11,9,765,8.5,1,2,1,0,0,2,0,0.12,0.24,0.35,0.12,0.35,16,4,25.0,1.88,0.47,0.06,0.25,,70,60.7,81.0,4,2,19.0,0,1.55,11,8,3,0.35,0.53,0,10,11,2,35,3,6,,,0,Ligue-2,60,2021-2022
Morgan Guilavogui,fr FRA,"MF,FW",Paris FC,23,1998,12,9,674,7.5,4,1,4,0,0,1,0,0.53,0.13,0.67,0.53,0.67,21,8,38.1,2.8,1.07,0.19,0.5,,56,53.5,68.0,2,3,21.0,0,1.5,12,7,5,0.67,1.13,0,25,7,1,12,4,8,,,0,Ligue-2,60,2021-2022
Mounaim El Idrissy,fr FRA,FW,Ajaccio,22,1999,6,3,232,2.6,0,2,0,0,0,2,0,0.0,0.78,0.78,0.0,0.78,4,1,25.0,1.55,0.39,0.0,0.0,,39,18.4,73.0,0,3,5.0,1,1.67,4,1,3,1.16,0.73,0,8,6,1,5,1,1,,,0,Ligue-2,60,2021-2022
Moussa Diarra,fr FRA,DF,Toulouse,20,2000,9,6,573,6.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.47,0.0,0.0,,,64,45.5,88.0,5,3,15.0,5,2.33,14,6,8,1.26,-0.18,0,9,7,0,10,8,7,,,0,Ligue-2,60,2021-2022
Moussa Koné,sn SEN,FW,Nîmes,24,1996,7,3,321,3.6,4,0,3,1,1,4,0,1.12,0.0,1.12,0.84,0.84,11,5,45.5,3.08,1.4,0.27,0.6,,46,25.5,77.0,1,4,22.0,0,0.29,5,10,-5,-1.4,-1.59,0,3,7,1,1,0,1,,,0,Ligue-2,60,2021-2022
Moustapha Name,sn SEN,MF,Paris FC,26,1995,12,12,1080,12.0,1,1,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,22,6,27.3,1.83,0.5,0.05,0.17,,90,85.7,90.0,12,0,,0,1.75,17,13,4,0.33,1.33,0,11,18,0,21,5,15,,,0,Ligue-2,60,2021-2022
Naatan Skyttä,fi FIN,MF,Toulouse,19,2002,4,0,67,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,2.69,0.0,0.0,,,17,5.3,,0,4,17.0,5,1.75,1,0,1,1.34,-0.01,0,0,1,0,0,0,0,,,0,Ligue-2,60,2021-2022
Nabil Alioui,fr FRA,"MF,FW",Le Havre,22,1999,12,6,556,6.2,0,1,0,0,0,0,0,0.0,0.16,0.16,0.0,0.16,8,0,0.0,1.29,0.0,0.0,,,46,44.1,79.0,1,6,14.0,0,1.92,3,2,1,0.16,-0.48,0,7,17,1,28,3,3,,,0,Ligue-2,60,2021-2022
Nadjib Cisse,ml MLI,DF,Quevilly-Rouen,20,2000,2,0,49,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,25,3.9,,0,2,25.0,7,1.5,2,0,2,3.67,4.27,0,0,1,0,0,0,2,,,0,Ligue-2,60,2021-2022
Naomichi Ueda,jp JPN,DF,Nîmes,27,1994,12,12,1074,11.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5,2,40.0,0.42,0.17,0.0,0.0,,90,85.2,90.0,11,0,,2,1.17,15,16,-1,-0.08,0.88,0,4,9,1,1,8,8,,,0,Ligue-2,60,2021-2022
Nassim Ouammou,ma MAR,MF,Rodez Aveyron,28,1993,12,9,761,8.5,1,3,1,0,0,1,0,0.12,0.35,0.47,0.12,0.47,9,4,44.4,1.06,0.47,0.11,0.25,,63,60.4,76.0,3,3,24.0,1,1.33,9,9,0,0.0,-0.18,0,7,8,0,74,11,4,,,0,Ligue-2,60,2021-2022
Nathan Dekoke,fr FRA,DF,Quevilly-Rouen,25,1996,9,9,795,8.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,88,63.1,88.0,7,0,,1,1.11,7,12,-5,-0.57,-0.37,0,13,6,0,7,12,13,,,0,Ligue-2,60,2021-2022
Nathan Monzango,fr FRA,DF,Amiens,20,2001,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.5,0.0,0.0,,,90,14.3,90.0,2,0,,3,0.0,2,6,-4,-2.0,-2.17,0,2,0,0,0,1,2,,,0,Ligue-2,60,2021-2022
Nathan N'Goumou,fr FRA,"MF,FW",Toulouse,21,2000,13,7,822,9.1,4,3,4,0,0,1,0,0.44,0.33,0.77,0.44,0.77,15,8,53.3,1.64,0.88,0.27,0.5,,63,65.2,88.0,4,6,35.0,0,2.15,22,7,15,1.64,0.82,0,9,12,3,33,4,4,,,0,Ligue-2,60,2021-2022
Nathan Trott,eng ENG,GK,Nancy,22,1998,11,11,990,11.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,90,78.6,90.0,11,0,,2,0.64,6,19,-13,-1.18,-0.85,0,1,2,0,0,0,0,,,0,Ligue-2,60,2021-2022
Neil El Aynaoui,fr FRA,MF,Nancy,20,2001,6,2,161,1.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,4,1,25.0,2.24,0.56,0.0,0.0,,27,12.8,45.0,0,4,18.0,1,0.5,1,3,-2,-1.12,-0.14,0,4,7,0,0,3,3,,,0,Ligue-2,60,2021-2022
Nicholas Gioacchini,us USA,FW,Caen,21,2000,3,1,116,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.78,0.0,0.0,,,39,9.2,75.0,0,2,21.0,0,1.33,0,1,-1,-0.78,-0.85,0,4,3,0,0,2,3,,,0,Ligue-2,60,2021-2022
Niclas Eliasson,se SWE,MF,Nîmes,25,1995,13,11,960,10.7,3,1,3,0,0,0,0,0.28,0.09,0.37,0.28,0.37,10,4,40.0,0.94,0.37,0.3,0.75,,74,76.2,83.0,6,2,24.0,0,0.85,13,15,-2,-0.19,0.11,0,11,21,5,41,2,7,,,0,Ligue-2,60,2021-2022
Nicolas Bruneel,fr FRA,MF,Dunkerque,24,1997,12,7,588,6.5,1,0,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,9,1,11.1,1.38,0.15,0.11,1.0,,49,46.7,71.0,1,5,18.0,1,1.33,6,8,-2,-0.31,-0.17,0,11,20,0,3,5,14,,,0,Ligue-2,60,2021-2022
Nicolas Lemaître,fr FRA,GK,Quevilly-Rouen,24,1997,14,14,1260,14.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,90,100.0,90.0,14,0,,0,1.14,13,19,-6,-0.43,,0,1,4,0,0,0,1,,,0,Ligue-2,60,2021-2022
Nicolas Mercier,fr FRA,FW,Auxerre,18,2003,3,0,34,0.4,0,1,0,0,0,0,0,0.0,2.65,2.65,0.0,2.65,1,0,0.0,2.65,0.0,0.0,,,11,2.7,,0,3,11.0,6,2.0,1,1,0,0.0,-0.51,0,1,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Noah Diliberto,fr FRA,MF,Valenciennes,20,2001,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,13,1.0,,0,1,13.0,0,0.0,0,0,0,0.0,0.72,0,0,0,0,0,1,1,,,0,Ligue-2,60,2021-2022
Nolan Mbemba,cg CGO,DF,Le Havre,26,1995,9,9,720,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.62,0.0,0.0,,,80,57.1,80.0,6,0,,1,1.78,7,4,3,0.37,-0.13,0,7,6,0,5,14,8,,,0,Ligue-2,60,2021-2022
Norman Bassette,be BEL,FW,Caen,16,2004,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,6,0.5,,0,1,6.0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,,0,Ligue-2,60,2021-2022
Nuno da Costa,cv CPV,MF,Caen,30,1991,3,1,110,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3,1,33.3,2.45,0.82,0.0,0.0,,37,8.7,63.0,0,2,24.0,0,0.67,0,3,-3,-2.45,-2.69,0,0,3,0,1,0,1,,,0,Ligue-2,60,2021-2022
Ogou Akichi,ci CIV,"MF,DF",Nancy,31,1990,9,7,649,7.2,0,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,1,0,0.0,0.14,0.0,0.0,,,72,51.5,90.0,7,2,10.0,1,0.67,5,12,-7,-0.97,0.06,0,10,9,0,0,10,8,,,0,Ligue-2,60,2021-2022
Olivier Boissy,sn SEN,FW,Grenoble,22,1999,8,0,137,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,1.97,0.0,0.0,,,17,10.9,,0,8,17.0,0,1.0,0,4,-4,-2.63,-2.63,0,0,1,1,1,0,2,,,0,Ligue-2,60,2021-2022
Olivier Kemen,fr FRA,FW,Niort,25,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,1,25.0,4.0,1.0,0.0,0.0,,90,7.1,90.0,1,0,,0,1.0,0,0,0,0.0,-0.15,0,3,3,0,3,0,1,,,0,Ligue-2,60,2021-2022
Orges Bunjaku,ch SUI,MF,Grenoble,20,2001,12,2,375,4.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.24,0.0,0.0,,,31,29.8,85.0,1,10,21.0,2,1.25,1,9,-8,-1.92,-2.33,0,7,6,0,8,5,2,,,0,Ligue-2,60,2021-2022
